price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type
31590,2017,jeep,wrangler unlimited sport,good,6 cylinders,gas,30577,clean,other,4wd,other
12500,2015,kia,soul,excellent,4 cylinders,gas,51752,clean,automatic,fwd,hatchback
34590,2018,ford,f150 super cab xl pickup 4d,good,6 cylinders,gas,20856,clean,other,,pickup
30590,2016,toyota,tacoma double cab sr5,good,,other,30176,clean,other,,pickup
25590,2015,gmc,sierra 1500 regular cab,good,6 cylinders,other,35290,clean,other,,pickup
27990,2020,ford,ranger supercab xl pickup,good,,gas,10688,clean,other,,pickup
36990,2015,chevrolet,tahoe lt sport utility,good,8 cylinders,other,51677,clean,other,,other
26990,2016,ford,f150 regular cab xl pickup,good,6 cylinders,gas,14230,clean,other,,pickup
31590,2019,cadillac,xt4 sport suv 4d,good,,other,12102,clean,other,fwd,hatchback
0,2018,nissan,altima,excellent,4 cylinders,gas,68043,clean,automatic,fwd,sedan
0,2016,gmc,sierra 1500,excellent,8 cylinders,gas,185897,clean,automatic,4wd,truck
35,2006,chevrolet,trailblazer,,,gas,161000,clean,automatic,,
4500,1997,gmc,sonoma sls,excellent,6 cylinders,gas,200500,clean,automatic,4wd,
8500,2011,nissan,quest s,like new,6 cylinders,gas,121000,clean,automatic,fwd,mini-van
8800,2012,hyundai,sonata limited,excellent,4 cylinders,gas,107534,clean,automatic,,sedan
3900,2009,honda,pilot,good,,gas,228000,clean,automatic,,SUV
17000,2003,chevrolet,silverado 2500hd,,8 cylinders,diesel,233000,clean,automatic,4wd,truck
28590,2017,ram,1500 quad cab express pickup,good,,other,41816,clean,other,4wd,pickup
16590,2016,jeep,renegade sport suv 4d,good,,gas,35835,clean,other,4wd,other
38590,2011,chevrolet,corvette grand sport,good,8 cylinders,gas,30237,clean,other,rwd,other
24590,2017,chevrolet,silverado 1500 regular,good,6 cylinders,gas,40784,clean,other,,pickup
8000,2002,ford,f-150,good,8 cylinders,gas,219000,clean,automatic,4wd,truck
3200,2008,mercedes-benz,benz c300,good,,gas,118000,clean,automatic,,sedan
24590,2013,gmc,sierra 1500 extended cab slt,good,8 cylinders,other,80318,clean,other,,pickup
36990,2016,gmc,sierra 2500 hd double cab,good,8 cylinders,gas,23190,clean,other,4wd,pickup
0,2018,gmc,sierra 1500,excellent,8 cylinders,gas,61247,clean,automatic,4wd,truck
0,2020,dodge,charger,excellent,8 cylinders,gas,8428,clean,automatic,rwd,sedan
25990,2019,ram,1500 classic regular cab,good,8 cylinders,gas,12302,clean,other,,pickup
30990,2017,toyota,tundra double cab sr,good,8 cylinders,gas,41124,clean,other,,pickup
5500,2008,dodge,grand caravan,excellent,6 cylinders,gas,174651,clean,automatic,fwd,mini-van
34590,2016,chevrolet,silverado 1500 double,good,6 cylinders,gas,29499,clean,other,4wd,pickup
0,2015,honda,pilot,excellent,6 cylinders,gas,117034,clean,automatic,fwd,SUV
27990,2017,chevrolet,colorado extended cab,good,,gas,22120,clean,other,,pickup
9500,2010,honda,pilot ex,excellent,6 cylinders,gas,166129,clean,automatic,4wd,SUV
29990,2017,jeep,wrangler sport suv 2d,good,6 cylinders,gas,28680,clean,other,4wd,other
34990,2017,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,31728,clean,other,4wd,pickup
29500,2017,jaguar,f-pace,excellent,4 cylinders,gas,68000,clean,automatic,,SUV
22990,2012,toyota,tacoma access cab pickup,good,,gas,37725,clean,other,,pickup
26990,2014,chevrolet,silverado 1500 crew,good,6 cylinders,gas,63129,clean,automatic,,pickup
33990,2017,ford,mustang gt coupe 2d,good,8 cylinders,gas,9788,clean,other,rwd,coupe
36990,2017,ford,f150 supercrew cab xlt,good,6 cylinders,other,15443,clean,automatic,4wd,pickup
9000,1972,chevrolet,c20,good,8 cylinders,gas,121000,clean,manual,rwd,truck
26590,2020,honda,civic si coupe 2d,good,,gas,9954,clean,other,fwd,coupe
29590,2017,ford,expedition xlt sport,good,6 cylinders,gas,70760,clean,other,4wd,SUV
21590,2018,honda,civic ex sedan 4d,good,,gas,7885,clean,other,fwd,sedan
18990,2018,honda,civic lx sedan 4d,good,,other,31419,clean,other,fwd,sedan
20288,2015,mercedes-benz,glk,,6 cylinders,gas,48889,clean,automatic,rwd,SUV
4500,2006,ford,expedition,good,8 cylinders,gas,243000,clean,automatic,4wd,SUV
4500,2003,bmw,x5,,,gas,172000,clean,automatic,,
7000,2006,rover,discovery se,,,gas,110000,clean,automatic,,
22590,2013,ford,f150 super cab xl pickup 4d,good,6 cylinders,other,14169,clean,other,,pickup
21590,2016,ram,1500 regular cab tradesman,good,6 cylinders,gas,35391,clean,other,,pickup
700,1996,honda,accord ex,fair,4 cylinders,gas,274250,clean,automatic,fwd,
29990,2012,toyota,tacoma double cab pickup,good,6 cylinders,gas,43182,clean,other,4wd,pickup
38990,2017,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,20676,clean,other,4wd,other
6400,2007,lincoln,mkx,good,6 cylinders,gas,159938,clean,automatic,,SUV
31990,2018,audi,q5 premium sport utility 4d,good,,gas,19179,clean,other,,other
0,2018,toyota,rav4,excellent,4 cylinders,gas,26804,clean,automatic,fwd,SUV
32990,2018,jaguar,e-pace p250 s sport,good,,other,26685,clean,other,,other
15590,2013,acura,ilx 2.0l sedan 4d,good,,other,69626,clean,other,fwd,sedan
27990,2018,audi,q5 premium sport utility 4d,good,,gas,31033,clean,other,,other
0,2014,ram,,,,diesel,0,clean,automatic,,other
22500,1936,,Nash,,,gas,1,clean,automatic,,
14500,1978,,El camino,,,gas,1,clean,automatic,,
38590,2019,acura,mdx sh-awd w/technology,good,,other,14906,clean,other,,other
24990,2014,acura,mdx sh-awd sport utility,good,6 cylinders,gas,52396,clean,automatic,,SUV
0,2016,nissan,maxima,excellent,6 cylinders,gas,152432,clean,automatic,fwd,sedan
7000,2011,ford,escape,good,4 cylinders,gas,126000,clean,automatic,,SUV
39590,2019,acura,mdx sh-awd w/technology,good,6 cylinders,gas,8919,clean,other,,other
32990,2018,acura,mdx sh-awd w/technology,good,6 cylinders,gas,31967,clean,other,,other
22000,1932,ford,truck,good,8 cylinders,gas,11000,clean,manual,rwd,
9700,2014,ford,taurus police interceptor,,6 cylinders,gas,166057,clean,automatic,,
27990,2017,infiniti,qx60 3.5 sport utility,good,6 cylinders,other,26355,clean,other,fwd,other
0,2019,chevrolet,camaro,excellent,6 cylinders,gas,47971,clean,automatic,rwd,convertible
29990,2018,alfa-romeo,romeo stelvio ti sport,good,,other,26978,clean,other,,hatchback
19990,2015,infiniti,qx60 3.5 sport utility,good,,other,96003,clean,other,,other
29590,2019,alfa-romeo,romeo stelvio ti sport,good,,other,60984,clean,other,,hatchback
19500,2014,ram,promaster 2500,excellent,6 cylinders,gas,61661,clean,automatic,fwd,van
13590,2010,kia,soul ! wagon 4d,good,,other,94587,clean,other,,wagon
0,2019,jeep,compass,excellent,4 cylinders,gas,31383,clean,automatic,fwd,SUV
15990,2017,hyundai,sonata sport sedan 4d,good,,gas,55105,clean,other,fwd,sedan
29590,2018,audi,a6 2.0t premium sedan 4d,good,,gas,13035,clean,other,fwd,sedan
38590,2020,lincoln,continental sedan 4d,good,6 cylinders,gas,1772,clean,other,fwd,sedan
0,2015,mercedes-benz,gl-class,,8 cylinders,gas,55215,clean,automatic,4wd,SUV
1,2006,acura,tsx,,,gas,192000,clean,automatic,,
1,2012,chevrolet,malibu,,,gas,268000,clean,automatic,,
1,2001,honda,accord,,,gas,210000,clean,automatic,,
1,2006,honda,accord,,,gas,166000,clean,automatic,,
0,2016,gmc,yukon,,8 cylinders,gas,85662,clean,automatic,rwd,SUV
33990,2017,ram,1500 crew cab tradesman,good,8 cylinders,gas,17033,clean,other,4wd,pickup
25590,2017,ford,mustang v6 convertible 2d,good,6 cylinders,gas,11325,clean,other,rwd,convertible
5500,2003,ford,explorer sport trac,excellent,6 cylinders,gas,191000,clean,automatic,rwd,truck
36590,2019,gmc,sierra 1500 limited double,good,8 cylinders,gas,14222,clean,other,4wd,pickup
46990,2014,chevrolet,corvette stingray,good,8 cylinders,gas,16966,clean,other,rwd,other
1000,2006,toyota,camry,fair,4 cylinders,gas,250000,clean,automatic,fwd,sedan
28000,2002,,am general humvee,like new,,diesel,500,clean,automatic,,
26590,2017,bmw,3 series 330i xdrive sedan,good,,other,14358,clean,other,,sedan
27990,2016,bmw,3 series 340i sedan 4d,good,,gas,46057,clean,other,rwd,sedan
40590,2020,bmw,3 series 330i xdrive sedan,good,,gas,1588,clean,other,,sedan
10500,2011,ford,expedition xlt,,,gas,151843,clean,automatic,,
26990,2018,bmw,3 series 330i xdrive sedan,good,,gas,13088,clean,automatic,,sedan
7699,2013,subaru,impreza 2.0i premium,,,gas,150000,clean,automatic,,
6500,2003,chevrolet,tahoe,excellent,8 cylinders,gas,257000,clean,automatic,rwd,SUV
2990,1996,nissan,pickup,,,gas,233000,clean,manual,,
4600,2002,toyota,rav4,,,gas,195000,clean,automatic,,
28999,1955,chevrolet,210,good,8 cylinders,gas,1234,clean,automatic,rwd,sedan
23990,2019,mitsubishi,outlander gt sport,good,6 cylinders,gas,20657,clean,other,4wd,SUV
0,2018,acura,tlx,excellent,4 cylinders,gas,33916,clean,automatic,fwd,sedan
28990,2017,gmc,acadia slt-1 sport utility,good,6 cylinders,gas,18041,clean,other,fwd,SUV
21990,2017,gmc,acadia sle-1 sport utility,good,,gas,48959,clean,other,fwd,SUV
16590,2013,lincoln,mkz sedan 4d,good,,gas,61087,clean,other,fwd,sedan
19590,2017,acura,ilx sedan 4d,good,,diesel,29014,clean,other,fwd,sedan
16990,2014,acura,ilx 2.0l sedan 4d,good,,other,44473,clean,other,,sedan
0,2019,chevrolet,traverse,excellent,6 cylinders,gas,27914,clean,automatic,fwd,SUV
38590,2020,jaguar,e-pace p250 sport utility,good,,other,1372,clean,other,,SUV
28590,2018,audi,q5 premium sport utility 4d,good,,gas,35036,clean,other,,SUV
5000,1988,dodge,w150,good,8 cylinders,gas,90000,clean,automatic,4wd,truck
30990,2018,acura,mdx sh-awd sport utility,good,6 cylinders,gas,34605,clean,other,,SUV
0,2020,ram,1500,excellent,8 cylinders,gas,11892,clean,automatic,4wd,truck
34590,2019,acura,mdx sh-awd sport utility,good,,other,27387,clean,other,,SUV
32990,2017,acura,mdx sh-awd sport utility,good,6 cylinders,gas,29322,clean,other,,SUV
29990,2018,acura,mdx sport utility 4d,good,,other,33727,clean,other,,SUV
38615,2021,chevrolet,silverado 1500,,4 cylinders,gas,1,clean,automatic,4wd,pickup
5400,2005,ford,ranger xl,,6 cylinders,gas,214000,clean,automatic,,
12590,2013,,Scion xD Hatchback 4D,good,,gas,91825,clean,other,fwd,hatchback
3600,2003,volkswagen,jetta,,,gas,172300,clean,manual,,
38990,2020,infiniti,qx60 luxe sport utility,good,6 cylinders,gas,5279,clean,other,fwd,other
27990,2018,alfa-romeo,romeo stelvio sport utility,good,,gas,18112,clean,other,,hatchback
39990,2020,infiniti,qx60 luxe sport utility,good,6 cylinders,gas,6500,clean,automatic,,other
18590,2018,hyundai,sonata sel sedan 4d,good,,gas,22075,clean,other,fwd,sedan
29990,2018,audi,a6 2.0t premium plus sedan,good,,other,24996,clean,automatic,,sedan
15590,2016,kia,soul wagon 4d,good,,gas,23972,clean,other,fwd,wagon
27990,2017,lincoln,continental select sedan,good,6 cylinders,gas,19492,clean,automatic,,sedan
0,2015,bmw,x5,,6 cylinders,gas,78104,clean,automatic,rwd,SUV
5900,2007,ford,escape xlt,like new,,gas,174000,clean,automatic,,
11000,2014,chevrolet,equinox lt,good,,gas,143000,clean,manual,,SUV
7200,2013,nissan,sentra,excellent,,gas,117500,clean,automatic,fwd,sedan
18590,2017,toyota,camry le sedan 4d,good,,gas,30223,clean,other,fwd,sedan
39590,2018,jeep,wrangler unlimited all new,good,6 cylinders,gas,21893,clean,other,4wd,SUV
40590,2018,jeep,wrangler unlimited all new,good,6 cylinders,gas,22092,clean,other,4wd,SUV
36590,2017,chevrolet,tahoe lt sport utility,good,,other,60476,clean,other,,SUV
21590,2013,bmw,3 series 335i xdrive sedan,good,,gas,62993,clean,other,,sedan
40888,2020,jeep,gladiator,,,gas,19069,clean,automatic,4wd,
24990,2018,bmw,3 series 330i xdrive sedan,good,,gas,34454,clean,automatic,,sedan
31590,2018,bmw,3 series 340i xdrive sedan,good,,gas,39421,clean,automatic,,sedan
7400,2011,toyota,camry se,,4 cylinders,gas,192000,clean,automatic,,
2900,2002,hyundai,elantra,,,gas,198000,clean,automatic,,
7900,2003,mazda,mx-5 miata,,4 cylinders,gas,89500,clean,manual,,
24590,2018,bmw,3 series 330i xdrive sedan,good,,other,38872,clean,other,,sedan
27900,2011,gmc,sierra,excellent,,diesel,215000,clean,automatic,,truck
19990,2020,mitsubishi,outlander sport es,good,,other,11103,clean,other,,hatchback
0,2019,honda,cr v,excellent,4 cylinders,gas,9546,clean,automatic,fwd,SUV
34590,2020,cadillac,xt4 sport suv 4d,good,,gas,9624,clean,other,,hatchback
63990,2019,audi,q8 premium sport utility 4d,good,,other,20126,clean,automatic,,other
40990,2020,bmw,5 series 530i sedan 4d,good,,gas,16929,clean,other,rwd,sedan
26990,2018,gmc,acadia sle-2 sport utility,good,6 cylinders,gas,26514,clean,other,fwd,SUV
23990,2017,lincoln,mkz reserve sedan 4d,good,,gas,28565,clean,other,fwd,sedan
24990,2020,mitsubishi,outlander gt sport,good,,other,28945,clean,other,4wd,SUV
36590,2020,gmc,acadia denali sport utility,good,6 cylinders,gas,33026,clean,other,,SUV
1,2012,chevrolet,malibu,,,gas,268000,clean,automatic,,
1,2002,toyota,camry,,,gas,165000,clean,automatic,,
1,2004,gmc,envoy,,,gas,191000,clean,automatic,,
21000,2011,jeep,wrangler unlimited sport,good,6 cylinders,gas,169000,clean,automatic,4wd,SUV
23990,2019,acura,ilx premium pkg sedan 4d,good,,gas,7281,clean,other,fwd,sedan
39990,2019,jaguar,e-pace p300 r-dynamic se,good,,other,17961,clean,other,,SUV
8990,2013,,smart fortwo Passion Hatchback,good,,gas,59072,clean,automatic,rwd,coupe
38990,2020,audi,q5 45 tfsi premium plus,good,,gas,19067,clean,other,,SUV
37590,2019,acura,mdx advance pkg sport,good,,other,30356,clean,other,,other
0,2021,nissan,titan xd,excellent,8 cylinders,gas,2576,clean,automatic,4wd,truck
43590,2020,acura,mdx sh-awd w/technology,good,6 cylinders,gas,12012,clean,other,,other
42990,2020,acura,mdx technology pkg sport,good,,other,3207,clean,other,fwd,other
5500,1985,chevrolet,,good,8 cylinders,diesel,15405,clean,automatic,4wd,pickup
39990,2020,acura,mdx sh-awd sport utility,good,6 cylinders,gas,1237,clean,other,,other
15000,2016,audi,a3,excellent,4 cylinders,gas,85000,clean,automatic,,sedan
5500,2008,ford,mustang gt premium,good,8 cylinders,gas,150000,lien,manual,rwd,coupe
32590,2018,alfa-romeo,romeo stelvio sport suv 4d,good,,other,14863,clean,other,,hatchback
12590,2012,,Scion xD Hatchback 4D,good,,gas,60589,clean,other,fwd,hatchback
27590,2018,infiniti,qx60 3.5 sport utility,good,6 cylinders,gas,41119,clean,automatic,,SUV
27990,2011,mercedes-benz,cl-class cl 550,good,8 cylinders,gas,66944,clean,automatic,,coupe
39950,2015,,International 4300,,,diesel,118964,clean,other,,other
2977,2003,acura,rsx,good,4 cylinders,gas,163000,rebuilt,automatic,fwd,coupe
4877,2005,acura,tsx,excellent,4 cylinders,gas,173000,rebuilt,automatic,fwd,sedan
19989,2014,bmw,5 series,,6 cylinders,diesel,78499,clean,automatic,,sedan
31000,2006,,hummer h2,excellent,8 cylinders,gas,43000,clean,automatic,4wd,SUV
30950,2014,ford,f-450 super duty,,8 cylinders,gas,166326,clean,automatic,4wd,pickup
21250,2002,ford,thunderbird deluxe,like new,8 cylinders,gas,15962,clean,automatic,fwd,convertible
10989,2012,cadillac,cts sedan,,6 cylinders,gas,119810,clean,automatic,,sedan
4500,2002,ford,mustang gt,,8 cylinders,gas,190000,clean,manual,rwd,coupe
44950,2015,ford,f-450 crew cab dump truck 6,,,gas,23505,clean,other,,other
19989,2016,ford,flex,,6 cylinders,gas,73898,clean,automatic,fwd,SUV
18951,1951,ford,custom,excellent,8 cylinders,gas,46016,clean,manual,rwd,coupe
24590,2019,nissan,frontier king cab s,good,,gas,26351,clean,other,fwd,pickup
26990,2017,nissan,titan single cab sv,good,8 cylinders,gas,41335,clean,other,4wd,pickup
36950,2016,chevrolet,silverado 3500hd cc,,8 cylinders,diesel,113203,clean,automatic,4wd,other
6500,2001,dodge,dakota,good,8 cylinders,gas,140200,clean,automatic,rwd,pickup
4800,2005,chrysler,300c,good,8 cylinders,gas,204000,clean,automatic,rwd,sedan
33990,,,lac XT5 Crossover,,6 cylinders,gas,48784,clean,automatic,fwd,SUV
6500,1984,chevrolet,k5 blazer,fair,8 cylinders,gas,123456,clean,automatic,4wd,SUV
7850,2014,toyota,corolla,good,4 cylinders,gas,87321,rebuilt,automatic,fwd,sedan
17995,2013,gmc,sierra 1500 sle,excellent,8 cylinders,gas,107000,clean,automatic,,truck
39590,2020,chevrolet,silverado 1500 crew,good,8 cylinders,gas,19160,clean,other,,pickup
36000,1936,ford,slantback,excellent,8 cylinders,gas,3200,clean,automatic,rwd,sedan
30000,1966,ford,fairlane 500,good,8 cylinders,gas,123456,clean,automatic,rwd,sedan
25990,2016,bmw,5 series,,6 cylinders,gas,75123,clean,automatic,,sedan
2500,2003,honda,accord ex,good,4 cylinders,gas,277958,clean,automatic,fwd,sedan
2500,2006,dodge,durango,good,8 cylinders,gas,205000,clean,automatic,4wd,SUV
36500,2012,jeep,wrangler,excellent,6 cylinders,gas,71000,clean,manual,4wd,
6800,2012,toyota,corolla,excellent,4 cylinders,gas,137454,clean,manual,fwd,sedan
2400,2006,acura,rsx,fair,,gas,196000,clean,automatic,,
16900,2006,toyota,tacoma,,,gas,143000,clean,automatic,,
21900,2011,ford,f250,,,gas,121000,clean,automatic,,
20900,2013,chevrolet,silverado 2500,,,gas,188000,clean,automatic,,
17900,2014,ford,f350,,,gas,187000,clean,automatic,,
36900,2015,chevrolet,silverado 3500,,,diesel,132000,clean,automatic,,
2000,2002,volkswagen,jetta tdi,good,4 cylinders,diesel,284000,clean,manual,,sedan
30000,1957,chevrolet,belair 1957,,,gas,12344,clean,manual,,
19500,1969,,1969 nova,,,gas,80000,clean,manual,,
25990,2016,gmc,sierra 1500 regular cab,good,8 cylinders,gas,24688,clean,other,,pickup
27990,2012,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,68696,clean,other,4wd,pickup
22990,2013,mazda,mx-5 miata grand touring,good,,other,20125,clean,other,rwd,other
35990,2018,toyota,4runner sr5 sport utility,good,6 cylinders,gas,29245,clean,other,,other
24990,2018,gmc,canyon extended cab pickup,good,,other,32329,clean,other,,pickup
30000,1963,chevrolet,nova ss,,,gas,12345,clean,automatic,,
12500,1979,,mg midget,,,gas,41000,clean,manual,,
15900,2013,lexus,es 350,excellent,6 cylinders,gas,81000,clean,automatic,fwd,sedan
27800,2018,honda,odyssey touring elite,excellent,,gas,32800,rebuilt,automatic,fwd,
20995,2011,chevrolet,silverado 1500 ltz crew cab 4wd,,,,137701,,automatic,4wd,pickup
25995,2015,chevrolet,silverado 1500 lt crew cab 4wd,,,,151681,,automatic,4wd,pickup
31995,2014,chevrolet,silverado 1500 2lt crew cab long box 4wd,,,,66738,,automatic,4wd,pickup
7800,1999,toyota,tacoma,good,4 cylinders,gas,242068,clean,automatic,4wd,truck
10554,2015,hyundai,sonata 1.6t eco,,,gas,83874,clean,automatic,,
11869,2008,bmw,3 series 335i,,,gas,82516,clean,automatic,,
6900,2006,pontiac,solstice,like new,4 cylinders,gas,106000,clean,manual,,convertible
6500,2007,subaru,forrester,good,4 cylinders,gas,148980,clean,automatic,4wd,hatchback
15990,2016,chevrolet,cruze limited ltz,good,,gas,46252,clean,other,fwd,sedan
24989,2006,,HUMMER H2,,8 cylinders,gas,124175,clean,automatic,,SUV
6999,2012,honda,civic,good,4 cylinders,gas,120800,clean,automatic,fwd,sedan
16500,2013,cadillac,xts platinum,good,6 cylinders,gas,53857,clean,automatic,,
4300,2004,honda,accord,excellent,4 cylinders,gas,180000,clean,automatic,fwd,sedan
36990,2018,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,23424,clean,other,4wd,pickup
10977,2011,audi,q5,,4 cylinders,gas,110574,clean,automatic,rwd,SUV
23900,2015,ram,1500,,,diesel,107670,clean,automatic,4wd,pickup
6000,2013,ford,transit connect,,,gas,170000,clean,automatic,,
18400,2012,ford,f-150,,,other,159936,clean,automatic,4wd,pickup
5500,2007,honda,accord se,good,4 cylinders,gas,155000,clean,manual,fwd,sedan
23699,2012,chevrolet,silverado,,,other,102212,clean,automatic,4wd,pickup
2900,2003,,YAMAHA XVS650/A/C/AC/AT/ATC/V ST,,,gas,36737,clean,manual,,other
0,2017,ram,pickup 2500,,6 cylinders,diesel,129488,clean,automatic,4wd,truck
6900,2015,honda,cbr650,,,gas,16402,clean,manual,,other
0,2015,mercedes-benz,s-class,,8 cylinders,gas,78807,clean,automatic,4wd,sedan
14900,2007,toyota,tacoma double cab sr5,excellent,6 cylinders,gas,163211,clean,automatic,rwd,truck
16495,2008,ford,f-150 supercrew limited,excellent,8 cylinders,gas,154069,clean,automatic,4wd,truck
45900,2017,,Maserati Levante,,6 cylinders,gas,36083,clean,automatic,,SUV
12995,2008,ford,f150 xl,,,gas,93146,clean,automatic,,
36995,2012,ford,f250 super duty 4x4,,,gas,41364,clean,automatic,4wd,
31995,2017,ford,f350 super duty,,,gas,129634,clean,automatic,,
25995,2015,gmc,sierra 2500hd,,,gas,126690,clean,automatic,,
34995,2015,ford,f250 super duty 4x4,,,gas,84526,clean,automatic,4wd,
31995,2012,ford,f350 super duty,,,gas,24692,clean,automatic,,
34995,2017,ford,f250 sd xlt,,,gas,138052,clean,automatic,4wd,
16995,2008,chevrolet,express 3500,,,gas,158114,clean,automatic,,
12995,2016,chrysler,200,,,gas,72754,clean,automatic,,
27995,2017,nissan,nv2500 hd cargo,,,gas,48769,clean,automatic,,
24995,2012,ford,f250 xl super duty,,,gas,52377,clean,automatic,,
28995,2012,ford,econoline commercial,,,gas,93923,clean,automatic,,
27995,2012,ford,f350 super duty,,,gas,45822,clean,automatic,,
13995,2015,nissan,nv200,,,gas,86580,clean,automatic,,
32995,2012,ford,f250 super duty,,,gas,37473,clean,automatic,4wd,
4995,2005,ford,freestar ses,,,gas,121724,clean,automatic,,
27995,2012,ford,f250 super duty,,,gas,26896,clean,automatic,,
24995,2012,ford,f-250 super duty,,,gas,40023,clean,automatic,,
16600,2014,acura,rdx technology,good,6 cylinders,gas,100784,clean,automatic,fwd,SUV
36995,2013,chevrolet,silverado 3500hd,,,gas,58056,clean,automatic,,
36995,2017,chevrolet,silverado 2500hd,,,gas,43553,clean,automatic,4wd,
38995,2012,ford,f-250 super duty,,,gas,9205,clean,automatic,4wd,
11995,2007,chevrolet,tahoe,,,gas,170865,clean,automatic,4wd,
11995,2007,chevrolet,tahoe,,,gas,170865,clean,automatic,4wd,
17995,2017,ram,promaster 1500 cargo van,,,gas,147064,clean,automatic,,
27995,2012,ford,f250 super duty,,,gas,47380,clean,automatic,,
28990,2017,cadillac,cts 2.0 luxury sedan 4d,good,,other,20155,clean,other,,sedan
30990,2016,chevrolet,silverado 1500 double,good,6 cylinders,gas,58116,clean,other,,pickup
12870,2017,kia,forte,,4 cylinders,gas,76751,clean,automatic,fwd,sedan
19940,2016,toyota,sienna,,6 cylinders,gas,108249,clean,automatic,fwd,van
19977,2016,bmw,328i,,4 cylinders,gas,45218,clean,automatic,rwd,sedan
18272,2015,nissan,rogue,,4 cylinders,gas,71676,clean,automatic,4wd,SUV
13988,2013,toyota,sienna,,6 cylinders,gas,170406,clean,automatic,fwd,van
15000,2013,chevrolet,silverado,excellent,6 cylinders,gas,75000,lien,automatic,rwd,truck
27998,2008,porsche,cayman,,6 cylinders,gas,69505,clean,automatic,rwd,coupe
6900,2014,ford,fusion se,,,gas,116000,rebuilt,automatic,,
5500,2007,acura,mdx,,,gas,158000,rebuilt,automatic,,
3950,2006,ford,ranger,good,4 cylinders,gas,129269,rebuilt,manual,rwd,
33000,1931,ford,,,,gas,2500,clean,automatic,,
6800,2009,volkswagen,beetle convertible,good,4 cylinders,gas,70308,rebuilt,automatic,rwd,
6800,2006,jeep,,good,6 cylinders,gas,129646,rebuilt,automatic,4wd,
8500,2005,ford,excursion limited,good,10 cylinders,gas,217000,clean,automatic,4wd,SUV
10500,2010,lincoln,town car,good,8 cylinders,gas,89900,clean,automatic,,
16900,2011,ford,f250,,,gas,175000,clean,automatic,,
27900,2014,chevrolet,silverado 3500,,,gas,121000,clean,automatic,,
18800,2013,ford,f250,,,gas,186000,clean,automatic,,
15900,2012,ford,f250,,,gas,158000,clean,automatic,,
7800,2005,honda,accord ex-l,excellent,4 cylinders,gas,155000,clean,manual,,
0,2017,ram,pickup 2500,,6 cylinders,diesel,129488,clean,automatic,4wd,truck
32990,2018,ram,1500 quad cab harvest pickup,good,6 cylinders,gas,29979,clean,other,4wd,pickup
31990,2017,jeep,wrangler sport s utility 2d,good,6 cylinders,gas,891,clean,other,4wd,other
15990,2017,ford,c-max hybrid se wagon 4d,good,,hybrid,48195,clean,other,fwd,wagon
30990,2013,toyota,tacoma double cab,good,6 cylinders,gas,26474,clean,other,,pickup
21989,2013,lexus,ls 460,,8 cylinders,gas,143101,clean,automatic,,sedan
27990,2014,toyota,tacoma access cab pickup,good,,other,17805,clean,other,,pickup
16990,2016,kia,forte koup ex coupe 2d,good,,gas,17631,clean,other,fwd,coupe
4500,2014,ford,f250 xl,,,gas,250000,clean,automatic,,
0,2018,mercedes-benz,e-class,,4 cylinders,gas,34099,clean,automatic,rwd,sedan
5950,1980,,triumph spitfire,excellent,4 cylinders,gas,82000,clean,manual,rwd,convertible
45989,2017,cadillac,ats-v sedan,,6 cylinders,gas,26886,clean,automatic,rwd,sedan
35400,2013,ford,f-350,,,diesel,195857,clean,automatic,4wd,pickup
32699,2014,toyota,tundra,,,other,132655,clean,automatic,4wd,pickup
26900,2016,dodge,charger,,,gas,62069,clean,automatic,rwd,sedan
34900,2016,gmc,sierra,,,other,80265,clean,automatic,4wd,pickup
14000,1991,dodge,,excellent,6 cylinders,gas,67000,clean,manual,4wd,coupe
37590,2019,ford,f150 supercrew cab xl,good,6 cylinders,gas,8663,clean,other,,pickup
25990,2019,acura,ilx premium pkg sedan 4d,good,,gas,5120,clean,other,fwd,sedan
26900,2015,jeep,wrangler,,,gas,110309,clean,automatic,4wd,SUV
11000,2007,honda,ridgeline,good,6 cylinders,gas,125000,clean,automatic,4wd,pickup
59900,2019,ford,f-150,,6 cylinders,gas,6090,clean,automatic,4wd,
43500,2017,ram,3500 chassis cab,,6 cylinders,diesel,75373,clean,automatic,4wd,
24997,2014,mercedes-benz,m-class,,8 cylinders,gas,82553,clean,automatic,,SUV
6499,2012,nissan,altima,excellent,4 cylinders,gas,140000,clean,automatic,fwd,sedan
9850,2015,nissan,altima 2.5 s,excellent,4 cylinders,gas,88500,clean,automatic,fwd,sedan
19990,2017,subaru,legacy 2.5i premium sedan,good,,gas,10309,clean,other,,sedan
13763,2013,nissan,maxima s sedan 4d,like new,6 cylinders,gas,36959,rebuilt,automatic,fwd,sedan
12895,1991,chevrolet,corvette,,8 cylinders,gas,43725,clean,automatic,rwd,hatchback
0,2013,mercedes-benz,m-class,,6 cylinders,gas,94809,clean,automatic,rwd,SUV
9495,2013,toyota,camry,excellent,5 cylinders,gas,152000,clean,automatic,fwd,sedan
0,2017,ford,expedition el,,6 cylinders,gas,82254,clean,automatic,rwd,SUV
